conda activate mgmt_chain
(base) dswanagon@Davids-Laptop-7 ~ % conda activate mgmt_chain
(mgmt_chain) dswanagon@Davids-Laptop-7 ~ % python "/Users/dswanagon/Relational Lysis Github/8 - Shannon Limit/exp_shannon_1_Ingestion.py" \
    --mode A \ 
    --chunk_mb 50 \
    --log mode_b_log.csv


RELATIONAL LYSIS — PHASE 1 INGESTION
Mode: A
Chunk MB: 50
Log: mode_b_log.csv

Chunk      1 | Downloaded MB=      52.4 | RSS=   240.8 MB | Peak=   240.8 MB
Chunk    261 | Downloaded MB=   13683.9 | RSS=  2961.9 MB | Peak=  3133.4 MB
Chunk    262 | Downloaded MB=   13736.3 | RSS=  2974.2 MB | Peak=  3133.4 MB
Chunk    263 | Downloaded MB=   13788.8 | RSS=  2972.6 MB | Peak=  3133.4 MB
Chunk    264 | Downloaded MB=   13841.2 | RSS=  2992.8 MB | Peak=  3133.4 MB
Chunk    265 | Downloaded MB=   13893.6 | RSS=  2970.4 MB | Peak=  3133.4 MB
Chunk    266 | Downloaded MB=   13946.1 | RSS=  2982.4 MB | Peak=  3133.4 MB
Chunk    267 | Downloaded MB=   13998.5 | RSS=  2950.7 MB | Peak=  3133.4 MB
Chunk    268 | Downloaded MB=   14050.9 | RSS=  2952.2 MB | Peak=  3133.4 MB
Chunk    269 | Downloaded MB=   14103.3 | RSS=  2958.6 MB | Peak=  3133.4 MB
Chunk    270 | Downloaded MB=   14155.8 | RSS=  2967.9 MB | Peak=  3133.4 MB
Chunk    271 | Downloaded MB=   14208.2 | RSS=  2956.1 MB | Peak=  3133.4 MB
Chunk    272 | Downloaded MB=   14260.6 | RSS=  3006.1 MB | Peak=  3133.4 MB
Chunk    273 | Downloaded MB=   14313.1 | RSS=  3035.2 MB | Peak=  3133.4 MB
Chunk    274 | Downloaded MB=   14365.5 | RSS=  3013.8 MB | Peak=  3133.4 MB
Chunk    275 | Downloaded MB=   14417.9 | RSS=  3015.7 MB | Peak=  3133.4 MB
Chunk    276 | Downloaded MB=   14470.3 | RSS=  2994.5 MB | Peak=  3133.4 MB
Chunk    277 | Downloaded MB=   14522.8 | RSS=  3028.5 MB | Peak=  3133.4 MB
Chunk    278 | Downloaded MB=   14575.2 | RSS=  2988.4 MB | Peak=  3133.4 MB
Chunk    279 | Downloaded MB=   14627.6 | RSS=  2999.2 MB | Peak=  3133.4 MB
Chunk    280 | Downloaded MB=   14680.1 | RSS=  3017.8 MB | Peak=  3133.4 MB
Chunk    281 | Downloaded MB=   14732.5 | RSS=  2985.7 MB | Peak=  3133.4 MB
Chunk    282 | Downloaded MB=   14784.9 | RSS=  2989.5 MB | Peak=  3133.4 MB
Chunk    283 | Downloaded MB=   14837.4 | RSS=  2972.6 MB | Peak=  3133.4 MB
Chunk    284 | Downloaded MB=   14889.8 | RSS=  2994.2 MB | Peak=  3133.4 MB
Chunk    285 | Downloaded MB=   14942.2 | RSS=  3003.2 MB | Peak=  3133.4 MB
Chunk    286 | Downloaded MB=   14994.6 | RSS=  2984.0 MB | Peak=  3133.4 MB
Chunk    287 | Downloaded MB=   15047.1 | RSS=  2985.3 MB | Peak=  3133.4 MB
Chunk    288 | Downloaded MB=   15099.5 | RSS=  3005.5 MB | Peak=  3133.4 MB
Chunk    289 | Downloaded MB=   15151.9 | RSS=  2976.9 MB | Peak=  3133.4 MB
Chunk    290 | Downloaded MB=   15204.4 | RSS=  2984.6 MB | Peak=  3133.4 MB
Chunk    291 | Downloaded MB=   15256.8 | RSS=  2996.8 MB | Peak=  3133.4 MB
Chunk    292 | Downloaded MB=   15309.2 | RSS=  2952.1 MB | Peak=  3133.4 MB
Chunk    293 | Downloaded MB=   15361.6 | RSS=  2974.7 MB | Peak=  3133.4 MB
Chunk    294 | Downloaded MB=   15414.1 | RSS=  2983.7 MB | Peak=  3133.4 MB
Chunk    295 | Downloaded MB=   15466.5 | RSS=  2980.4 MB | Peak=  3133.4 MB
Chunk    296 | Downloaded MB=   15518.9 | RSS=  2971.9 MB | Peak=  3133.4 MB
Chunk    297 | Downloaded MB=   15571.4 | RSS=  2980.9 MB | Peak=  3133.4 MB
Chunk    298 | Downloaded MB=   15623.8 | RSS=  2949.9 MB | Peak=  3133.4 MB
Chunk    299 | Downloaded MB=   15676.2 | RSS=  2908.6 MB | Peak=  3133.4 MB
Chunk    300 | Downloaded MB=   15728.6 | RSS=  2958.6 MB | Peak=  3133.4 MB
Chunk    301 | Downloaded MB=   15781.1 | RSS=  2922.7 MB | Peak=  3133.4 MB
Chunk    302 | Downloaded MB=   15833.5 | RSS=  2928.7 MB | Peak=  3133.4 MB
Chunk    303 | Downloaded MB=   15885.9 | RSS=  2913.9 MB | Peak=  3133.4 MB
Chunk    304 | Downloaded MB=   15938.4 | RSS=  2932.1 MB | Peak=  3133.4 MB
Chunk    305 | Downloaded MB=   15990.8 | RSS=  2935.4 MB | Peak=  3133.4 MB
Chunk    306 | Downloaded MB=   16043.2 | RSS=  2904.5 MB | Peak=  3133.4 MB
Chunk    307 | Downloaded MB=   16095.6 | RSS=  2910.4 MB | Peak=  3133.4 MB
Chunk    308 | Downloaded MB=   16148.1 | RSS=  2911.2 MB | Peak=  3133.4 MB
Chunk    309 | Downloaded MB=   16200.5 | RSS=  2909.8 MB | Peak=  3133.4 MB
Chunk    310 | Downloaded MB=   16252.9 | RSS=  2868.3 MB | Peak=  3133.4 MB
Chunk    311 | Downloaded MB=   16305.4 | RSS=  2850.6 MB | Peak=  3133.4 MB
Chunk    312 | Downloaded MB=   16357.8 | RSS=  2873.9 MB | Peak=  3133.4 MB
Chunk    313 | Downloaded MB=   16410.2 | RSS=  2862.9 MB | Peak=  3133.4 MB
Chunk    314 | Downloaded MB=   16462.6 | RSS=  2841.0 MB | Peak=  3133.4 MB
Chunk    315 | Downloaded MB=   16515.1 | RSS=  2891.0 MB | Peak=  3133.4 MB
Chunk    316 | Downloaded MB=   16567.5 | RSS=  2941.0 MB | Peak=  3133.4 MB
Chunk    317 | Downloaded MB=   16619.9 | RSS=  2793.6 MB | Peak=  3133.4 MB
Chunk    318 | Downloaded MB=   16672.4 | RSS=  2788.4 MB | Peak=  3133.4 MB
Chunk    319 | Downloaded MB=   16724.8 | RSS=  2802.5 MB | Peak=  3133.4 MB
Chunk    320 | Downloaded MB=   16777.2 | RSS=  2817.8 MB | Peak=  3133.4 MB
Chunk    321 | Downloaded MB=   16829.6 | RSS=  2801.5 MB | Peak=  3133.4 MB
Chunk    322 | Downloaded MB=   16882.1 | RSS=  2828.2 MB | Peak=  3133.4 MB
Chunk    323 | Downloaded MB=   16934.5 | RSS=  2802.4 MB | Peak=  3133.4 MB
Chunk    324 | Downloaded MB=   16986.9 | RSS=  2835.6 MB | Peak=  3133.4 MB
Chunk    325 | Downloaded MB=   17039.4 | RSS=  2833.8 MB | Peak=  3133.4 MB
Chunk    326 | Downloaded MB=   17091.8 | RSS=  2857.8 MB | Peak=  3133.4 MB
Chunk    327 | Downloaded MB=   17144.2 | RSS=  2844.4 MB | Peak=  3133.4 MB
Chunk    328 | Downloaded MB=   17196.6 | RSS=  2851.1 MB | Peak=  3133.4 MB
Chunk    329 | Downloaded MB=   17249.1 | RSS=  2844.7 MB | Peak=  3133.4 MB
Chunk    330 | Downloaded MB=   17301.5 | RSS=  2852.0 MB | Peak=  3133.4 MB
Chunk    331 | Downloaded MB=   17353.9 | RSS=  2869.9 MB | Peak=  3133.4 MB
Chunk    332 | Downloaded MB=   17406.4 | RSS=  2854.9 MB | Peak=  3133.4 MB
Chunk    333 | Downloaded MB=   17458.8 | RSS=  2873.0 MB | Peak=  3133.4 MB
Chunk    334 | Downloaded MB=   17511.2 | RSS=  2849.1 MB | Peak=  3133.4 MB
Chunk    335 | Downloaded MB=   17563.6 | RSS=  2819.0 MB | Peak=  3133.4 MB
Chunk    336 | Downloaded MB=   17616.1 | RSS=  2815.8 MB | Peak=  3133.4 MB
Chunk    337 | Downloaded MB=   17668.5 | RSS=  2794.8 MB | Peak=  3133.4 MB
Chunk    338 | Downloaded MB=   17720.9 | RSS=  2759.4 MB | Peak=  3133.4 MB
Chunk    339 | Downloaded MB=   17773.4 | RSS=  2750.8 MB | Peak=  3133.4 MB
Chunk    340 | Downloaded MB=   17825.8 | RSS=  2755.4 MB | Peak=  3133.4 MB
Chunk    341 | Downloaded MB=   17878.2 | RSS=  2735.1 MB | Peak=  3133.4 MB
Chunk    342 | Downloaded MB=   17930.6 | RSS=  2688.4 MB | Peak=  3133.4 MB
Chunk    343 | Downloaded MB=   17983.1 | RSS=  2682.7 MB | Peak=  3133.4 MB
Chunk    344 | Downloaded MB=   18035.5 | RSS=  2658.9 MB | Peak=  3133.4 MB
Chunk    345 | Downloaded MB=   18087.9 | RSS=  2626.9 MB | Peak=  3133.4 MB
Chunk    346 | Downloaded MB=   18140.4 | RSS=  2610.4 MB | Peak=  3133.4 MB
Chunk    347 | Downloaded MB=   18192.8 | RSS=  2576.0 MB | Peak=  3133.4 MB
Chunk    348 | Downloaded MB=   18245.2 | RSS=  2553.0 MB | Peak=  3133.4 MB
Chunk    349 | Downloaded MB=   18297.7 | RSS=  2549.1 MB | Peak=  3133.4 MB
Chunk    350 | Downloaded MB=   18350.1 | RSS=  2534.7 MB | Peak=  3133.4 MB
Chunk    351 | Downloaded MB=   18402.5 | RSS=  2492.2 MB | Peak=  3133.4 MB
Chunk    352 | Downloaded MB=   18454.9 | RSS=  2482.3 MB | Peak=  3133.4 MB
Chunk    353 | Downloaded MB=   18507.4 | RSS=  2487.5 MB | Peak=  3133.4 MB
Chunk    354 | Downloaded MB=   18559.8 | RSS=  2509.2 MB | Peak=  3133.4 MB
Chunk    355 | Downloaded MB=   18612.2 | RSS=  2461.9 MB | Peak=  3133.4 MB
Chunk    356 | Downloaded MB=   18664.7 | RSS=  2444.7 MB | Peak=  3133.4 MB
Chunk    357 | Downloaded MB=   18717.1 | RSS=  2471.2 MB | Peak=  3133.4 MB
Chunk    358 | Downloaded MB=   18769.5 | RSS=  2498.4 MB | Peak=  3133.4 MB
Chunk    359 | Downloaded MB=   18821.9 | RSS=  2533.9 MB | Peak=  3133.4 MB
Chunk    360 | Downloaded MB=   18874.4 | RSS=  2554.9 MB | Peak=  3133.4 MB
Chunk    361 | Downloaded MB=   18926.8 | RSS=  2600.2 MB | Peak=  3133.4 MB
Chunk    362 | Downloaded MB=   18979.2 | RSS=  2541.7 MB | Peak=  3133.4 MB
Chunk    363 | Downloaded MB=   19031.7 | RSS=  2517.5 MB | Peak=  3133.4 MB
Chunk    364 | Downloaded MB=   19084.1 | RSS=  2481.5 MB | Peak=  3133.4 MB
Chunk    365 | Downloaded MB=   19136.5 | RSS=  2461.9 MB | Peak=  3133.4 MB
Chunk    366 | Downloaded MB=   19188.9 | RSS=  2432.6 MB | Peak=  3133.4 MB
Chunk    367 | Downloaded MB=   19241.4 | RSS=  2435.1 MB | Peak=  3133.4 MB
Chunk    368 | Downloaded MB=   19293.8 | RSS=  2437.2 MB | Peak=  3133.4 MB
Chunk    369 | Downloaded MB=   19346.2 | RSS=  2461.1 MB | Peak=  3133.4 MB
Chunk    370 | Downloaded MB=   19398.7 | RSS=  2447.4 MB | Peak=  3133.4 MB
Chunk    371 | Downloaded MB=   19451.1 | RSS=  2450.9 MB | Peak=  3133.4 MB
Chunk    372 | Downloaded MB=   19503.5 | RSS=  2461.8 MB | Peak=  3133.4 MB
Chunk    373 | Downloaded MB=   19555.9 | RSS=  2440.3 MB | Peak=  3133.4 MB
Chunk    374 | Downloaded MB=   19608.4 | RSS=  2454.7 MB | Peak=  3133.4 MB
Chunk    375 | Downloaded MB=   19660.8 | RSS=  2461.1 MB | Peak=  3133.4 MB
Chunk    376 | Downloaded MB=   19713.2 | RSS=  2456.1 MB | Peak=  3133.4 MB
Chunk    377 | Downloaded MB=   19765.7 | RSS=  2484.9 MB | Peak=  3133.4 MB
Chunk    378 | Downloaded MB=   19818.1 | RSS=  2478.8 MB | Peak=  3133.4 MB
Chunk    379 | Downloaded MB=   19870.5 | RSS=  2467.4 MB | Peak=  3133.4 MB
Chunk    380 | Downloaded MB=   19922.9 | RSS=  2421.4 MB | Peak=  3133.4 MB
Chunk    381 | Downloaded MB=   19975.4 | RSS=  2384.4 MB | Peak=  3133.4 MB
Chunk    382 | Downloaded MB=   20027.8 | RSS=  2301.4 MB | Peak=  3133.4 MB
Chunk    383 | Downloaded MB=   20080.2 | RSS=  2309.2 MB | Peak=  3133.4 MB
Chunk    384 | Downloaded MB=   20132.7 | RSS=  2342.1 MB | Peak=  3133.4 MB
Chunk    385 | Downloaded MB=   20185.1 | RSS=  2363.7 MB | Peak=  3133.4 MB
Chunk    386 | Downloaded MB=   20237.5 | RSS=  2378.9 MB | Peak=  3133.4 MB
Chunk    387 | Downloaded MB=   20289.9 | RSS=  2392.0 MB | Peak=  3133.4 MB
Chunk    388 | Downloaded MB=   20342.4 | RSS=  2415.9 MB | Peak=  3133.4 MB
Chunk    389 | Downloaded MB=   20394.8 | RSS=  2404.5 MB | Peak=  3133.4 MB
Chunk    390 | Downloaded MB=   20447.2 | RSS=  2405.3 MB | Peak=  3133.4 MB
Chunk    391 | Downloaded MB=   20499.7 | RSS=  2400.5 MB | Peak=  3133.4 MB
Chunk    392 | Downloaded MB=   20552.1 | RSS=  2387.9 MB | Peak=  3133.4 MB
Chunk    393 | Downloaded MB=   20604.5 | RSS=  2383.3 MB | Peak=  3133.4 MB
Chunk    394 | Downloaded MB=   20656.9 | RSS=  2424.7 MB | Peak=  3133.4 MB
Chunk    395 | Downloaded MB=   20709.4 | RSS=  2426.8 MB | Peak=  3133.4 MB
Chunk    396 | Downloaded MB=   20761.8 | RSS=  2419.4 MB | Peak=  3133.4 MB
Chunk    397 | Downloaded MB=   20814.2 | RSS=  2427.8 MB | Peak=  3133.4 MB
Chunk    398 | Downloaded MB=   20866.7 | RSS=  2421.8 MB | Peak=  3133.4 MB
Chunk    399 | Downloaded MB=   20919.1 | RSS=  2411.2 MB | Peak=  3133.4 MB
Chunk    400 | Downloaded MB=   20971.5 | RSS=  2460.5 MB | Peak=  3133.4 MB
Chunk    401 | Downloaded MB=   21023.9 | RSS=  2403.7 MB | Peak=  3133.4 MB
Chunk    402 | Downloaded MB=   21076.4 | RSS=  2353.9 MB | Peak=  3133.4 MB
Chunk    403 | Downloaded MB=   21128.8 | RSS=  2375.1 MB | Peak=  3133.4 MB
Chunk    404 | Downloaded MB=   21181.2 | RSS=  2425.1 MB | Peak=  3133.4 MB
Chunk    405 | Downloaded MB=   21233.7 | RSS=  2475.1 MB | Peak=  3133.4 MB
Chunk    406 | Downloaded MB=   21286.1 | RSS=  2525.1 MB | Peak=  3133.4 MB
Chunk    407 | Downloaded MB=   21338.5 | RSS=  2562.7 MB | Peak=  3133.4 MB
Chunk    408 | Downloaded MB=   21391.0 | RSS=  2590.3 MB | Peak=  3133.4 MB
Chunk    409 | Downloaded MB=   21443.4 | RSS=  2618.6 MB | Peak=  3133.4 MB
Chunk    410 | Downloaded MB=   21495.8 | RSS=  2625.2 MB | Peak=  3133.4 MB
Chunk    411 | Downloaded MB=   21548.2 | RSS=  2602.0 MB | Peak=  3133.4 MB
Chunk    412 | Downloaded MB=   21600.7 | RSS=  2615.1 MB | Peak=  3133.4 MB
Chunk    413 | Downloaded MB=   21653.1 | RSS=  2588.5 MB | Peak=  3133.4 MB
Chunk    414 | Downloaded MB=   21705.5 | RSS=  2603.2 MB | Peak=  3133.4 MB
Chunk    415 | Downloaded MB=   21758.0 | RSS=  2598.4 MB | Peak=  3133.4 MB
Chunk    416 | Downloaded MB=   21810.4 | RSS=  2615.9 MB | Peak=  3133.4 MB
Chunk    417 | Downloaded MB=   21862.8 | RSS=  2578.4 MB | Peak=  3133.4 MB
Chunk    418 | Downloaded MB=   21915.2 | RSS=  2571.3 MB | Peak=  3133.4 MB
Chunk    419 | Downloaded MB=   21967.7 | RSS=  2580.1 MB | Peak=  3133.4 MB
Chunk    420 | Downloaded MB=   22020.1 | RSS=  2577.5 MB | Peak=  3133.4 MB
Chunk    421 | Downloaded MB=   22072.5 | RSS=  2596.2 MB | Peak=  3133.4 MB
Chunk    422 | Downloaded MB=   22125.0 | RSS=  2593.7 MB | Peak=  3133.4 MB
Chunk    423 | Downloaded MB=   22177.4 | RSS=  2597.3 MB | Peak=  3133.4 MB
Chunk    424 | Downloaded MB=   22229.8 | RSS=  2604.9 MB | Peak=  3133.4 MB
Chunk    425 | Downloaded MB=   22282.2 | RSS=  2601.4 MB | Peak=  3133.4 MB
Chunk    426 | Downloaded MB=   22334.7 | RSS=  2637.7 MB | Peak=  3133.4 MB
Chunk    427 | Downloaded MB=   22387.1 | RSS=  2646.0 MB | Peak=  3133.4 MB
Chunk    428 | Downloaded MB=   22439.5 | RSS=  2672.5 MB | Peak=  3133.4 MB
Chunk    429 | Downloaded MB=   22492.0 | RSS=  2676.6 MB | Peak=  3133.4 MB
Chunk    430 | Downloaded MB=   22544.4 | RSS=  2707.5 MB | Peak=  3133.4 MB
Chunk    431 | Downloaded MB=   22596.8 | RSS=  2745.0 MB | Peak=  3133.4 MB
Chunk    432 | Downloaded MB=   22649.2 | RSS=  2747.2 MB | Peak=  3133.4 MB
Chunk    433 | Downloaded MB=   22701.7 | RSS=  2758.0 MB | Peak=  3133.4 MB
Chunk    434 | Downloaded MB=   22754.1 | RSS=  2802.8 MB | Peak=  3133.4 MB
Chunk    435 | Downloaded MB=   22806.5 | RSS=  2828.7 MB | Peak=  3133.4 MB
Chunk    436 | Downloaded MB=   22859.0 | RSS=  2850.2 MB | Peak=  3133.4 MB
Chunk    437 | Downloaded MB=   22911.4 | RSS=  2850.5 MB | Peak=  3133.4 MB
Chunk    438 | Downloaded MB=   22963.8 | RSS=  2886.1 MB | Peak=  3133.4 MB
Chunk    439 | Downloaded MB=   23016.2 | RSS=  2877.3 MB | Peak=  3133.4 MB
Chunk    440 | Downloaded MB=   23068.7 | RSS=  2880.8 MB | Peak=  3133.4 MB
Chunk    441 | Downloaded MB=   23121.1 | RSS=  2859.4 MB | Peak=  3133.4 MB
Chunk    442 | Downloaded MB=   23173.5 | RSS=  2891.4 MB | Peak=  3133.4 MB
Chunk    443 | Downloaded MB=   23226.0 | RSS=  2888.1 MB | Peak=  3133.4 MB
Chunk    444 | Downloaded MB=   23278.4 | RSS=  2880.3 MB | Peak=  3133.4 MB
Chunk    445 | Downloaded MB=   23330.8 | RSS=  2927.0 MB | Peak=  3133.4 MB
Chunk    446 | Downloaded MB=   23383.2 | RSS=  2948.4 MB | Peak=  3133.4 MB
Chunk    447 | Downloaded MB=   23435.7 | RSS=  2947.0 MB | Peak=  3133.4 MB
Chunk    448 | Downloaded MB=   23488.1 | RSS=  2955.5 MB | Peak=  3133.4 MB
Chunk    449 | Downloaded MB=   23540.5 | RSS=  2953.1 MB | Peak=  3133.4 MB
Chunk    450 | Downloaded MB=   23593.0 | RSS=  2946.0 MB | Peak=  3133.4 MB
Chunk    451 | Downloaded MB=   23645.4 | RSS=  2919.9 MB | Peak=  3133.4 MB
Chunk    452 | Downloaded MB=   23697.8 | RSS=  2913.4 MB | Peak=  3133.4 MB
Chunk    453 | Downloaded MB=   23750.2 | RSS=  2963.4 MB | Peak=  3133.4 MB
Chunk    454 | Downloaded MB=   23802.7 | RSS=  2927.0 MB | Peak=  3133.4 MB
Chunk    455 | Downloaded MB=   23855.1 | RSS=  2918.6 MB | Peak=  3133.4 MB
Chunk    456 | Downloaded MB=   23907.5 | RSS=  2920.7 MB | Peak=  3133.4 MB
Chunk    457 | Downloaded MB=   23960.0 | RSS=  2910.8 MB | Peak=  3133.4 MB
Chunk    458 | Downloaded MB=   24012.4 | RSS=  2927.6 MB | Peak=  3133.4 MB
Chunk    459 | Downloaded MB=   24064.8 | RSS=  2959.0 MB | Peak=  3133.4 MB
Chunk    460 | Downloaded MB=   24117.2 | RSS=  2974.5 MB | Peak=  3133.4 MB
Chunk    461 | Downloaded MB=   24169.7 | RSS=  2999.9 MB | Peak=  3133.4 MB
Chunk    462 | Downloaded MB=   24222.1 | RSS=  3002.7 MB | Peak=  3133.4 MB
Chunk    463 | Downloaded MB=   24274.5 | RSS=  3047.7 MB | Peak=  3133.4 MB
Chunk    464 | Downloaded MB=   24327.0 | RSS=  3084.4 MB | Peak=  3133.4 MB
Chunk    465 | Downloaded MB=   24379.4 | RSS=  3080.3 MB | Peak=  3133.4 MB
Chunk    466 | Downloaded MB=   24431.8 | RSS=  3053.7 MB | Peak=  3133.4 MB
Chunk    467 | Downloaded MB=   24484.2 | RSS=  3065.3 MB | Peak=  3133.4 MB
Chunk    468 | Downloaded MB=   24536.7 | RSS=  3032.4 MB | Peak=  3133.4 MB
Chunk    469 | Downloaded MB=   24589.1 | RSS=  3040.9 MB | Peak=  3133.4 MB
Chunk    470 | Downloaded MB=   24641.5 | RSS=  3030.3 MB | Peak=  3133.4 MB
Chunk    471 | Downloaded MB=   24694.0 | RSS=  3025.8 MB | Peak=  3133.4 MB
Chunk    472 | Downloaded MB=   24746.4 | RSS=  3048.3 MB | Peak=  3133.4 MB
Chunk    473 | Downloaded MB=   24798.8 | RSS=  3040.9 MB | Peak=  3133.4 MB
Chunk    474 | Downloaded MB=   24851.3 | RSS=  3067.0 MB | Peak=  3133.4 MB
Chunk    475 | Downloaded MB=   24903.7 | RSS=  3070.5 MB | Peak=  3133.4 MB
Chunk    476 | Downloaded MB=   24956.1 | RSS=  3091.2 MB | Peak=  3133.4 MB
Chunk    477 | Downloaded MB=   25008.5 | RSS=  3085.7 MB | Peak=  3133.4 MB
Chunk    478 | Downloaded MB=   25061.0 | RSS=  3108.1 MB | Peak=  3133.4 MB
Chunk    479 | Downloaded MB=   25113.4 | RSS=  3082.8 MB | Peak=  3133.4 MB
Chunk    480 | Downloaded MB=   25165.8 | RSS=  3074.1 MB | Peak=  3133.4 MB
Chunk    481 | Downloaded MB=   25218.3 | RSS=  3098.7 MB | Peak=  3133.4 MB
Chunk    482 | Downloaded MB=   25270.7 | RSS=  3077.2 MB | Peak=  3133.4 MB
Chunk    483 | Downloaded MB=   25323.1 | RSS=  3072.5 MB | Peak=  3133.4 MB
Chunk    484 | Downloaded MB=   25375.5 | RSS=  3071.1 MB | Peak=  3133.4 MB
Chunk    485 | Downloaded MB=   25428.0 | RSS=  3051.9 MB | Peak=  3133.4 MB
Chunk    486 | Downloaded MB=   25480.4 | RSS=  3066.9 MB | Peak=  3133.4 MB
Chunk    487 | Downloaded MB=   25532.8 | RSS=  3081.2 MB | Peak=  3133.4 MB
Chunk    488 | Downloaded MB=   25585.3 | RSS=  3050.9 MB | Peak=  3133.4 MB
Chunk    489 | Downloaded MB=   25637.7 | RSS=  3077.6 MB | Peak=  3133.4 MB
Chunk    490 | Downloaded MB=   25690.1 | RSS=  3075.6 MB | Peak=  3133.4 MB
Chunk    491 | Downloaded MB=   25742.5 | RSS=  3088.7 MB | Peak=  3133.4 MB
Chunk    492 | Downloaded MB=   25795.0 | RSS=  3093.2 MB | Peak=  3133.4 MB
Chunk    493 | Downloaded MB=   25847.4 | RSS=  3098.3 MB | Peak=  3133.4 MB
Chunk    494 | Downloaded MB=   25899.8 | RSS=  3121.4 MB | Peak=  3133.4 MB
Chunk    495 | Downloaded MB=   25952.3 | RSS=  3105.3 MB | Peak=  3133.4 MB
Chunk    496 | Downloaded MB=   26004.7 | RSS=  3072.0 MB | Peak=  3133.4 MB
Chunk    497 | Downloaded MB=   26057.1 | RSS=  3122.0 MB | Peak=  3133.4 MB
Chunk    498 | Downloaded MB=   26109.5 | RSS=  3118.8 MB | Peak=  3133.4 MB
Chunk    499 | Downloaded MB=   26162.0 | RSS=  3086.2 MB | Peak=  3133.4 MB
Chunk    500 | Downloaded MB=   26214.4 | RSS=  3081.4 MB | Peak=  3133.4 MB
Chunk    501 | Downloaded MB=   26266.8 | RSS=  3086.2 MB | Peak=  3133.4 MB
Chunk    502 | Downloaded MB=   26319.3 | RSS=  3079.1 MB | Peak=  3133.4 MB
Chunk    503 | Downloaded MB=   26371.7 | RSS=  3102.6 MB | Peak=  3133.4 MB
Chunk    504 | Downloaded MB=   26424.1 | RSS=  3122.0 MB | Peak=  3133.4 MB
Chunk    505 | Downloaded MB=   26476.5 | RSS=  3092.1 MB | Peak=  3133.4 MB
Chunk    506 | Downloaded MB=   26529.0 | RSS=  3078.2 MB | Peak=  3133.4 MB
Chunk    507 | Downloaded MB=   26581.4 | RSS=  3091.3 MB | Peak=  3133.4 MB
Chunk    508 | Downloaded MB=   26633.8 | RSS=  3102.5 MB | Peak=  3133.4 MB
Chunk    509 | Downloaded MB=   26686.3 | RSS=  3039.7 MB | Peak=  3133.4 MB
Chunk    510 | Downloaded MB=   26738.7 | RSS=  3047.2 MB | Peak=  3133.4 MB
Chunk    511 | Downloaded MB=   26791.1 | RSS=  3036.3 MB | Peak=  3133.4 MB
Chunk    512 | Downloaded MB=   26843.5 | RSS=  3048.5 MB | Peak=  3133.4 MB
Chunk    513 | Downloaded MB=   26896.0 | RSS=  3044.1 MB | Peak=  3133.4 MB
Chunk    514 | Downloaded MB=   26948.4 | RSS=  3051.0 MB | Peak=  3133.4 MB
Chunk    515 | Downloaded MB=   27000.8 | RSS=  3026.1 MB | Peak=  3133.4 MB
Chunk    516 | Downloaded MB=   27053.3 | RSS=  3022.3 MB | Peak=  3133.4 MB
Chunk    517 | Downloaded MB=   27105.7 | RSS=  3050.6 MB | Peak=  3133.4 MB
Chunk    518 | Downloaded MB=   27158.1 | RSS=  3051.3 MB | Peak=  3133.4 MB
Chunk    519 | Downloaded MB=   27210.5 | RSS=  3042.7 MB | Peak=  3133.4 MB
Chunk    520 | Downloaded MB=   27263.0 | RSS=  3060.0 MB | Peak=  3133.4 MB
Chunk    521 | Downloaded MB=   27315.4 | RSS=  3036.8 MB | Peak=  3133.4 MB
Chunk    522 | Downloaded MB=   27367.8 | RSS=  3066.8 MB | Peak=  3133.4 MB
Chunk    523 | Downloaded MB=   27420.3 | RSS=  3055.5 MB | Peak=  3133.4 MB
Chunk    524 | Downloaded MB=   27472.7 | RSS=  3062.6 MB | Peak=  3133.4 MB
Chunk    525 | Downloaded MB=   27525.1 | RSS=  3054.8 MB | Peak=  3133.4 MB
Chunk    526 | Downloaded MB=   27577.5 | RSS=  3046.8 MB | Peak=  3133.4 MB
Chunk    527 | Downloaded MB=   27630.0 | RSS=  3029.9 MB | Peak=  3133.4 MB
Chunk    528 | Downloaded MB=   27682.4 | RSS=  3050.3 MB | Peak=  3133.4 MB
Chunk    529 | Downloaded MB=   27734.8 | RSS=  3057.2 MB | Peak=  3133.4 MB
Chunk    530 | Downloaded MB=   27787.3 | RSS=  3055.0 MB | Peak=  3133.4 MB
Chunk    531 | Downloaded MB=   27839.7 | RSS=  3056.2 MB | Peak=  3133.4 MB
Chunk    532 | Downloaded MB=   27892.1 | RSS=  3040.5 MB | Peak=  3133.4 MB
Chunk    533 | Downloaded MB=   27944.6 | RSS=  3030.2 MB | Peak=  3133.4 MB
Chunk    534 | Downloaded MB=   27997.0 | RSS=  3000.8 MB | Peak=  3133.4 MB
Chunk    535 | Downloaded MB=   28049.4 | RSS=  3019.6 MB | Peak=  3133.4 MB
Chunk    536 | Downloaded MB=   28101.8 | RSS=  3020.4 MB | Peak=  3133.4 MB
Chunk    537 | Downloaded MB=   28154.3 | RSS=  3016.1 MB | Peak=  3133.4 MB
Chunk    538 | Downloaded MB=   28206.7 | RSS=  3026.4 MB | Peak=  3133.4 MB
Chunk    539 | Downloaded MB=   28259.1 | RSS=  3035.9 MB | Peak=  3133.4 MB
Chunk    540 | Downloaded MB=   28311.6 | RSS=  3042.7 MB | Peak=  3133.4 MB
